"Name","Filename","Path","Camera","Clip","Reel","Date","Abs TC","End Abs TC","Duration","Frames","Resolution","Frame Rate","Record Frame Rate","Rating","REDCODE","HDR Mode","HDR Stops Over","Shutter(deg)","Camera Model","Camera Model ID","Camera Network Name","Camera PIN","Dropped Frame Count","Media Serial #","Sensor Name","Sensor ID","Sensor OLPF Interchangeable","Sensor OLPF Name","Aperture","Focal Length","Focus Distance","Lens","Lens Mount","Lens Height","Motion Mount ND Stops","Motion Mount Shutter Type","Timestamp","Edge TC","End Edge TC","Media Duration","Timecode Pref (0=edge, 1=abs)","Clip In","Clip Out","Poster Frame","Notes","Owner","Project","Scene","Shot","Take","Circle","Copyright","Script Notes","Camera Notes","Edit Notes","Post Notes","Filter","Scene Description","Unit","Production Name","Location","Director Of Photography","Director","Camera Operator","Audio Timecode","Audio","Audio Slate","Video Slate","Audio Scene","Audio Take","Audio Tape","Audio Note","Frame Guide X","Frame Guide Y","Frame Guide Width","Frame Guide Height","Flip Horizontal","Flip Vertical","Aspect Ratio","Aspect Ratio Numerator","Aspect Ratio Denominator","3d Offset","3d XOR","Frame Guide Name","Genlock Setting","Jamsync Setting","Linked Camera Setup","Pixel Aspect Ratio","Stereo Setup","Firmware Version","Firmware Revision","Camera Audio Channels","File Segments","Shutter(ms)","Shutter(1/sec)","Look Name","Kelvin","Tint","Exposure","Red Gain","Green Gain","Blue Gain","Saturation","Contrast","Brightness","DRX","FLUT","Shadow","LGG: Lift: Red","LGG: Lift: Green","LGG: Lift: Blue","LGG: Gamma: Red","LGG: Gamma: Green","LGG: Gamma: Blue","LGG: Gain: Red","LGG: Gain: Green","LGG: Gain: Blue","ISO","Gamma Space","Color Space","D.E.B.","Curve: Luma","Curve: Red","Curve: Green","Curve: Blue","Detail","OLPFCompensation","Denoise","Label","Reel ID Full","Reel ID 8 Character","Original Filename"
"B010_C021_1117T7","B010_C021_1117T7","/Users/Mac/Desktop/2222/B010_C021_1117T7.RDC/B010_C021_1117T7_001.R3D","B","021","010","20141117","10:57:08:07","10:57:12:00","00:00:03:18","90","1920x1440","24","180","0","REDcode 6:1","No HDR","","173.275","EPIC-M","4","DRAGON","102-A5B-E46","0","31AS108FTLEZ","DRAGON S35","4","No","","","","","","P/L","","","","105604","01:14:42:16","01:14:46:09","00:00:03:18","1","0","89","0","","","","","","021","No","","","","","","","","","","","","","","","","","0","","","","","0.00104221","0","0.99375","1","","","2.66667","2.66667","1","","0","","Not Genlocked","Internal Clock","","2","Not Stereo","5.2.15","74580","0","1","3","374","","3900","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","800","REDgamma4","DRAGONcolor","false","0,0,0.25,0.25,0.5,0.5,0.75,0.75,1,1","0,0,0.25,0.25,0.5,0.5,0.75,0.75,1,1","0,0,0.25,0.25,0.5,0.5,0.75,0.75,1,1","0,0,0.25,0.25,0.5,0.5,0.75,0.75,1,1","High","Off","Off","None","B010_C021_1117T7","B010C021","B010_C021_1117T7_001.R3D"
