Index,Master TC,Reel,Scene,Take,Director,Cinematographer,Production,Circle Take,Production Company,Location,Operator,User Info 1,User Info 2,Camera Clip Name,Camera Family,Camera Serial Number,Camera ID,Camera Index,Camera SUP Name,Camera Model,Camera Product,Camera SubProduct,System Image Creation Date,System Image Creation Time,Exposure Time,Shutter Angle,Mirror Shutter Running,Sensor FPS,Project FPS,Master TC,Master TC Time Base,Master TC Frame Count,Master TC User Info,Storage Media Serial Number,SMPTE UMID,Recorder Type,Vari,UUID,Image Width,Image Height,Active Image Width,Active Image Height,Active Image Top,Active Image Left,Full Image Width,Full Image Height,Color Processing Version,White Balance,White Balance CC,WB Factor R,WB Factor G,WB Factor B,WB Applied In Camera,Exposure Index ASA,Target Color Space,Sharpness,Lens Squeeze,Image Orientation,Look,Look Burned In,Look LUT Mode,Look LUT Offset,Look LUT Size,Look Saturation,CDL Slope R,CDL Slope G,CDL Slope B,CDL Offset R,CDL Offset G,CDL Offset B,CDL Power R,CDL Power G,CDL Power B,Printer Lights R,Printer Lights G,Printer Lights B,CDL Mode,Lens Model,Lens Serial Number,Lens Distance Unit,Lens Focus Distance,Lens Focal Length,Lens Iris,Lens Linear Iris,RawEncoderFocus RawLds,RawEncoderFocus RawMotor,RawEncoderFocal RawLds,RawEncoderFocal RawMotor,RawEncoderIris RawLds,RawEncoderIris RawMotor,EncoderLimFocusLdsMin,EncoderLimFocusLdsMax,EncoderLimFocusMotorMin,EncoderLimFocusMotorMax,EncoderLimFocalLdsMin,EncoderLimFocalLdsMax,EncoderLimFocalMotorMin,EncoderLimFocalMotorMax,EncoderLimIrisLdsMin,EncoderLimIrisLdsMax,EncoderLimIrisMotorMin,EncoderLimIrisMotorMax,Lds Lag Type,Lds Lag Value,ND Filter Type,ND Filter Density,Camera Tilt,Camera Roll,Master Slave Setup Info,3D Eye Info,Sound Roll
       0,04:12:24:10,A141R6QB,,C004,,,,--,,--,--,--,--,A141C004_141122_R6QB,ALEXA,8723,R6QB,A,AlexaX_9.2:26500,Alexa Plus 4:3 XT,Plus, 4:3 XT,2014/11/22,23:36:21,20.000 ms,172.800,N/A,24.000,24.000,04:12:24:10,24.000,363466,--,2824f40d05000065,060A2B340101010501010F00-13-000000-597F431000004000844044B900000000,Codex Digital;;2013.SIM2.2709,Valid Image,597F4310-0000-4000-8440-44B900000000,2880,2160,2880,2160,0,0,2880,2160,4,3900,  0,1.312256,1.000000,1.724121,no,800,LogCWGam,100,1.0,No flip,None,No,No Look LUT,--,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,No Look,Zeiss MA35 T1.9,8950906,Inch,65.343,35.000,2.0 + 7/10,3734,8175,--,--,--,7802,--,3818,12957,--,--,--,--,--,--,2897,4466,--,--,1,1,No Filter,--,5.500,0.900,independent,single,
